# スロット拡張ウィンドウ
GAME_IRIS_CARD_EXTENSION_MSGBOX_NOSUPPORT,"補助アイテムを使用せずに拡張を行いますか？"

GAME_IRIS_CARD_EXTENSION_OK,"の拡張に成功しました"
GAME_IRIS_CARD_EXTENSION_ERR0,"の拡張に失敗しました"
GAME_IRIS_CARD_EXTENSION_ERR1,"拡張を行うためのお金が足りません"
GAME_IRIS_CARD_EXTENSION_ERR2,"拡張を行うアイテムが存在しません"
GAME_IRIS_CARD_EXTENSION_ERR3,"拡張材料がありません"
GAME_IRIS_CARD_EXTENSION_ERR4,"対応する拡張材料がありません"
GAME_IRIS_CARD_EXTENSION_ERR5,"スロット拡張状態中ではないため失敗しました"
GAME_IRIS_CARD_EXTENSION_ERR6,"取得経験値が変動したためスキルをキャンセルし、バックパッカーボーナス経験を取得しませんでした"
GAME_IRIS_CARD_EXTENSION_ERR6_DLG,"取得経験値が変動したため$rスキルをキャンセルし、バックパッカーボーナス経験を$r取得しませんでした"

GAME_IRIS_CARD_EXTENSION_BASEITEM,"拡張するアイテム"
GAME_IRIS_CARD_EXTENSION_MAT,"素材アイテム"
GAME_IRIS_CARD_EXTENSION_SUPPORT,"補助アイテム"
GAME_IRIS_CARD_EXTENSION_SELECT,"選択されたアイテム"
GAME_IRIS_CARD_EXTENSION_SELECT_0,"%s を"
GAME_IRIS_CARD_EXTENSION_SELECT_1,"%s でスロット拡張します。"
GAME_IRIS_CARD_EXTENSION_SELECT_2,"拡張時に %s を使用します。"
GAME_IRIS_CARD_EXTENSION_SELECT_3,"拡張時に %s を使用します。"
GAME_IRIS_CARD_EXTENSION_SUCCESS,"成功時"
GAME_IRIS_CARD_EXTENSION_FAIL,"失敗時"
GAME_IRIS_CARD_EXTENSION_FAIL_0,"拡張アイテム消滅$r※ 上記は補助アイテムで防ぐことが可能です。"
GAME_IRIS_CARD_EXTENSION_FAIL_1,"拡張アイテム消滅$r※ 上記は補助アイテムで防ぐことが可能です。"
GAME_IRIS_CARD_EXTENSION_FAIL_2,"選択した拡張するアイテム、装着されたイリスカードは$r消滅しません。"
GAME_IRIS_CARD_EXTENSION_FAIL_3,"補助アイテム使用により、失敗はしません。"

GAME_IRIS_CARD_EXTENSION_CAST_MSG,"拡張中・・・"
GAME_IRIS_CARD_EXTENSION_RESULT_OK,"拡張に成功しました！"
GAME_IRIS_CARD_EXTENSION_RESULT_NG,"拡張に失敗しました"
GAME_IRIS_CARD_EXTENSION_RESULT_FAIL_0,"拡張アイテムが消滅しました…"
GAME_IRIS_CARD_EXTENSION_RESULT_FAIL_1,"拡張アイテムが消滅しました…"
GAME_IRIS_CARD_EXTENSION_RESULT_FAIL_2,"補助アイテムの効果により、$r拡張アイテムは消滅しませんでした。"

# カードアセンブルウィンドウ
GAME_IRIS_CARD_ASSEMBLE_TITLE, "カードアセンブルを行うカード"
GAME_IRIS_CARD_ASSEMBLE_TITLE2,"カードアセンブル"

GAME_IRIS_CARD_ASSEMBLE_CALL_0,"カードアセンブルを行います。$r成功、失敗に関わらず、材料となるアイテムは消滅します。"
GAME_IRIS_CARD_ASSEMBLE_CALL_1,"   手数料として、%dGOLDいただくわよ。$r　あと、成功、失敗に関わらず、材料となるアイテムは無くなるからね！$r　まぁ、大丈夫なんじゃない？"
GAME_IRIS_CARD_ASSEMBLE_CALL_2,"   手数料として、%dGOLDいただくわよ。$r　あと、成功、失敗に関わらず、材料となるアイテムは無くなるからね！$r　たぶん平気だけど……"
GAME_IRIS_CARD_ASSEMBLE_CALL_3,"   手数料として、%dGOLDいただくわよ。$r　あと、成功、失敗に関わらず、材料となるアイテムは無くなるからね！$r　確率半分あるかどうか……"
GAME_IRIS_CARD_ASSEMBLE_CALL_4,"   手数料として、%dGOLDいただくわよ。$r　あと、成功、失敗に関わらず、材料となるアイテムは無くなるからね！$r　一か八かだけど、いい？"
GAME_IRIS_CARD_ASSEMBLE_BP,"▼取得バックパッカーボーナス経験値"
GAME_IRIS_CARD_ASSEMBLE_BP_EXP,"%d / %d  EXP/JOBEXP"
GAME_IRIS_CARD_ASSEMBLE_WARNING,""
GAME_IRIS_CARD_ASSEMBLE_WARNING2,"%dGOLDでカードアセンブルを行います。"
GAME_IRIS_CARD_ASSEMBLE_WARNING_CANCEL,"※選択中のアイテムをダブルクリックすると選択がキャンセルされます。"
GAME_IRIS_CARD_ASSEMBLE_MSBGBOX,"カードアセンブルを行います、よろしいですか？"

GAME_IRIS_CARD_ASSEMBLE_OK,"のアセンブルに成功しました"
GAME_IRIS_CARD_ASSEMBLE_ERR0,"のアセンブルに失敗しました "
GAME_IRIS_CARD_ASSEMBLE_ERR1,"所持金が足りません"
GAME_IRIS_CARD_ASSEMBLE_ERR2,"アイテムが一杯です"
GAME_IRIS_CARD_ASSEMBLE_ERR3,"カードアセンブル可能なアイテムを所持していません"
GAME_IRIS_CARD_ASSEMBLE_ERR4,"アセンブルに使用するアイテムが不足しています"
GAME_IRIS_CARD_ASSEMBLE_ERR5,"アセンブル状態中ではないため失敗しました"
GAME_IRIS_CARD_ASSEMBLE_ERR6,"取得経験値が変動したためスキルをキャンセルし、バックパッカーボーナス経験を取得しませんでした"
GAME_IRIS_CARD_ASSEMBLE_ERR6_DLG,"取得経験値が変動したため$rスキルをキャンセルし、バックパッカーボーナス経験を$r取得しませんでした"

GAME_IRIS_CARD_ASSEMBLE_EFFECT_UP,"エフェクト変化"
GAME_IRIS_CARD_ASSEMBLE_PFITEMWND,"アセンブル失敗防止アイテム選択ウィンドウ"
GAME_IRIS_CARD_ASSEMBLE_SSITEMWND,"成功率上昇アイテム選択ウィンドウ"
GAME_IRIS_CARD_ASSEMBLE_NOTUSEPFITEM,"使用しない"
GAME_IRIS_CARD_ASSEMBLE_MSGBOX_USEPFITEM,"%s を使用し、アセンブルを行います"
GAME_IRIS_CARD_ASSEMBLE_MSGBOX_NOTUSEPFITEM,"使用しないでよろしいですか？"
GAME_IRIS_CARD_ASSEMBLE_MSGBOX_NOSUPPORT,"補助アイテムを使用せずにアセンブルを行いますか？"

GAME_IRIS_CARD_ASSEMBLE_BASEITEM,"カードアセンブルを行うカード"
GAME_IRIS_CARD_ASSEMBLE_SUPPORT,"補助アイテム"
GAME_IRIS_CARD_ASSEMBLE_SELECT,"選択されたアイテム"
GAME_IRIS_CARD_ASSEMBLE_AFTER,"アセンブル後"
GAME_IRIS_CARD_ASSEMBLE_SELECT_0,"%s を {NUM} 枚でカードアセンブルを行い"
GAME_IRIS_CARD_ASSEMBLE_SELECT_1,"%s にします。"
GAME_IRIS_CARD_ASSEMBLE_SELECT_2,"カードアセンブル時に %s を使用します。"
GAME_IRIS_CARD_ASSEMBLE_SUCCESS,"成功時"
GAME_IRIS_CARD_ASSEMBLE_FAIL,"失敗時"
GAME_IRIS_CARD_ASSEMBLE_FAIL_0,"カードアセンブルを行うカード消滅$r※ 上記は補助アイテムで防ぐことが可能です。"
GAME_IRIS_CARD_ASSEMBLE_FAIL_1,"カードアセンブルを行うカード消滅$r※ 上記は補助アイテムで防ぐことが可能です。"
GAME_IRIS_CARD_ASSEMBLE_FAIL_2,"カードアセンブルを行うカードは消滅しません"
GAME_IRIS_CARD_ASSEMBLE_FAIL_3,"補助アイテム使用により、失敗はしません。"
GAME_IRIS_CARD_ASSEMBLE_USE_NUM,"%s を {NUM} 枚消費"
GAME_IRIS_CARD_ASSEMBLE_GET_NUM,"%s を {NUM} 枚入手"

GAME_IRIS_CARD_ASSEMBLE_CAST_MSG,"アセンブル中・・・"
GAME_IRIS_CARD_ASSEMBLE_RESULT_OK,"アセンブルに成功しました！"
GAME_IRIS_CARD_ASSEMBLE_RESULT_NG,"アセンブルに失敗しました"
GAME_IRIS_CARD_ASSEMBLE_RESULT_FAIL_0,"カードが消滅しました…"
GAME_IRIS_CARD_ASSEMBLE_RESULT_FAIL_1,"カードが消滅しました…"
GAME_IRIS_CARD_ASSEMBLE_RESULT_FAIL_2,"補助アイテムの効果により、$rカードは消滅しませんでした。"

#イリスカード入れ替えウィンドウ
GAME_IRISCARDREPLACE_TITLE,"カード入れ替え"
GAME_IRIS_EQUIPTYPE_WEAPON,"武器"
GAME_IRIS_EQUIPTYPE_ARMOR,"服"
GAME_IRIS_EQUIPTYPE_ACS,"胸部装飾品"
GAME_IRIS_SLOTLOCK_INSERT_CAUTION,"スロットロックしている武具にイリスカードをセットした場合、取り出すことができなくなります。$r対象のイリスカードを本当にセットしますか？"
GAME_IRIS_SLOTCLEAR_CAUTION,"スロットに差してある全てのカードを外します。$rよろしいでしょうか？"
GAME_IRIS_ABILITY_COMBINATION_EMBLEM,"☆"

